,AGENCY,PDATE,DDATE,LOR,MIN_DAILY_FARE,AVG_DAILY_FARE,MONTH_PDATE,DAY_PDATE
4271,ZI,2019-03-20,2019-03-25,5,68.642,86.01634657039699,03,20
9303,ZI,2019-03-20,2019-03-28,8,48.89625,65.315823970037,03,20
12778,ZR,2019-03-20,2019-03-21,1,64.23,83.375808580858,03,20
7734,ZT,2019-03-20,2019-03-27,7,41.33,60.728637001148,03,20
11046,ET,2019-03-20,2019-03-28,8,54.99625,68.13993705036,03,20
9304,ZE,2019-03-20,2019-03-28,8,40.33375,63.099634615385,03,20
11047,ZT,2019-03-20,2019-03-28,8,39.525,63.004188679245004,03,20
11048,ZR,2019-03-20,2019-03-28,8,39.61625,63.407234848485004,03,20
7741,ZR,2019-03-20,2019-03-24,4,56.3325,75.294122516556,03,20
11053,ZI,2019-03-20,2019-03-22,2,50.115,97.431470588235,03,20
4302,ZT,2019-03-20,2019-03-24,4,56.3425,75.412293046358,03,20
7680,ZL,2019-03-20,2019-03-29,9,55.01666667,74.213476801456,03,20
9331,ZT,2019-03-20,2019-03-29,9,38.88,60.158863850732004,03,20
12745,ZL,2019-03-20,2019-03-22,2,89.275,104.13,03,20
840,ZD,2019-03-20,2019-03-29,9,46.83111111,60.807653629693,03,20
7672,AL,2019-03-20,2019-03-26,6,54.79833333,76.251930145625,03,20
6025,AL,2019-03-20,2019-03-21,1,76.57,94.004536423841,03,20
793,AL,2019-03-20,2019-03-25,5,65.446,91.042312056738,03,20
11073,ZI,2019-03-20,2019-03-24,4,63.885,96.07776632302401,03,20
4308,ZI,2019-03-20,2019-03-21,1,71.39,100.039068965517,03,20
11072,ZD,2019-03-20,2019-03-24,4,62.6,81.000918874172,03,20
7679,AL,2019-03-20,2019-03-29,9,49.45,63.635454821538,03,20
2516,ZR,2019-03-20,2019-03-27,7,41.29428571,62.419471946864995,03,20
7732,ZT,2019-03-20,2019-03-23,3,60.85333333,78.786554434276,03,20
4307,ZE,2019-03-20,2019-03-21,1,61.45,93.24081521739099,03,20
12735,ZD,2019-03-20,2019-03-25,5,60.346,83.347673611111,03,20
4288,ZE,2019-03-21,2019-03-27,6,21.00333333,69.953949561855,03,21
2608,ET,2019-03-21,2019-03-22,1,80.71,97.15975694444401,03,21
4264,ZE,2019-03-21,2019-03-23,2,47.74,80.13399502178001,03,21
11128,ZR,2019-03-21,2019-03-29,8,42.4525,59.917463636364005,03,21
9318,ZR,2019-03-21,2019-03-27,6,49.51166667,64.364657039747,03,21
4303,ZD,2019-03-21,2019-03-25,4,55.09,84.518836363636,03,21
11068,ZI,2019-03-21,2019-03-29,8,52.91125,67.705204545455,03,21
5913,ZE,2019-03-21,2019-03-24,3,44.5,80.374629629494,03,21
2651,ZT,2019-03-21,2019-03-25,4,49.1175,75.351897590361,03,21
4338,ZT,2019-03-21,2019-03-29,8,42.4525,60.721733576641995,03,21
5919,ZE,2019-03-21,2019-03-28,7,18.17285714,65.50299267391,03,21
9272,AL,2019-03-21,2019-03-24,3,55.11,85.71479333428,03,21
4245,ZL,2019-03-21,2019-03-24,3,94.96333333,107.10639892714899,03,21
2610,ZD,2019-03-21,2019-03-30,9,46.83111111,66.079420729665,03,21
4244,ZI,2019-03-21,2019-03-24,3,50.11666667,89.524795438913,03,21
2648,ZD,2019-03-21,2019-03-27,6,50.53833333,75.667786162981,03,21
2647,ET,2019-03-21,2019-03-27,6,68.14333333,78.87934065978,03,21
11021,ZI,2019-03-21,2019-03-28,7,49.22714286,68.489555662676,03,21
11131,ZE,2019-03-21,2019-03-22,1,47.75,89.34950196592399,03,21
7636,ZL,2019-03-21,2019-03-28,7,58.41142857,79.187990632295,03,21
4289,ZI,2019-03-21,2019-03-27,6,57.21333333,76.842972321661,03,21
11014,ET,2019-03-21,2019-03-24,3,59.85,86.73992666602,03,21
4301,AL,2019-03-21,2019-03-29,8,49.97125,67.541765510949,03,21
4304,AL,2019-03-21,2019-03-25,4,55.085,89.627177700348,03,21
12771,ET,2019-03-21,2019-03-25,4,61.715,86.96532986111099,03,21
12779,ZR,2019-03-21,2019-03-22,1,47.61,79.13555944055899,03,21
12762,ZT,2019-03-21,2019-03-30,9,41.90111111,58.877348868602,03,21
12891,ZE,2019-03-21,2019-03-26,5,46.23,85.589692517007,03,21
871,ZL,2019-03-21,2019-03-22,1,95.82,102.83204778157,03,21
826,ZL,2019-03-21,2019-03-25,4,93.2275,107.821710526316,03,21
764,ZT,2019-03-21,2019-03-28,7,42.63571429,61.206814285133,03,21
7681,ZR,2019-03-21,2019-03-30,9,41.91888889,59.098699764529,03,21
9332,ZE,2019-03-21,2019-03-30,9,16.98666667,63.286069636627,03,21
9451,ZL,2019-03-21,2019-03-26,5,83.872,109.84235125448,03,21
2574,ZD,2019-03-21,2019-03-28,7,43.50571429,63.978371428967,03,21
7821,AL,2019-03-21,2019-03-26,5,70.474,91.836829787234,03,21
12756,AL,2019-03-21,2019-03-27,6,60.95166667,76.626192170534,03,21
6019,ZT,2019-03-21,2019-03-23,2,47.615,73.612645951036,03,21
7648,ZR,2019-03-21,2019-03-23,2,47.605,74.380696798493,03,21
2517,ZR,2019-03-21,2019-03-28,7,43.48714286,62.550707117993,03,21
1016,ET,2019-03-21,2019-03-26,5,79.302,94.40960727272699,03,21
7673,ZL,2019-03-21,2019-03-27,6,67.88333333,91.19631768989201,03,21
9336,ZI,2019-03-21,2019-03-25,4,50.12,90.33437050359699,03,21
12726,ZI,2019-03-21,2019-03-23,2,50.115,90.00115778688499,03,21
12727,AL,2019-03-21,2019-03-23,2,56.255,86.08033213644501,03,21
9398,AL,2019-03-21,2019-03-30,9,49.45,63.925413579444,03,21
2539,ET,2019-03-21,2019-03-23,2,63.165,88.121554174067,03,21
12712,ET,2019-03-21,2019-03-28,7,56.68714286,69.293920374754,03,21
12711,AL,2019-03-21,2019-03-28,7,50.53571429,67.799617510968,03,21
6105,ZR,2019-03-21,2019-03-26,5,59.174,79.580924731183,03,21
7649,ZL,2019-03-21,2019-03-23,2,100.145,105.25946714032,03,21
4476,ZD,2019-03-21,2019-03-26,5,60.382,90.480525925926,03,21
4475,ZT,2019-03-21,2019-03-26,5,59.174,79.40903225806501,03,21
5952,ZT,2019-03-21,2019-03-27,6,49.51166667,65.00785543724,03,21
870,AL,2019-03-21,2019-03-22,1,80.66,96.248200692042,03,21
7733,ZT,2019-03-21,2019-03-24,3,49.11666667,75.603200266826,03,21
782,ZD,2019-03-21,2019-03-23,2,55.085,84.754643564356,03,21
12770,ZR,2019-03-21,2019-03-25,4,47.605,73.913856088561,03,21
9349,ZT,2019-03-21,2019-03-22,1,49.12,80.16765734265701,03,21
5961,ZI,2019-03-21,2019-03-30,9,53.13555556,65.78126062024499,03,21
5962,ET,2019-03-21,2019-03-30,9,54.47777778,66.097258217408,03,21
5963,ZL,2019-03-21,2019-03-30,9,54.83555556,76.89601251969,03,21
5964,ZE,2019-03-21,2019-03-29,8,38.95875,64.182282540676,03,21
12766,ZL,2019-03-21,2019-03-29,8,55.35875,78.18309523809499,03,21
12765,ET,2019-03-21,2019-03-29,8,54.99625,68.343147482014,03,21
12772,ZE,2019-03-21,2019-03-25,4,44.5,82.04274079320099,03,21
12764,ZD,2019-03-21,2019-03-29,8,46.705,66.351911231884,03,21
12704,ZR,2019-03-21,2019-03-24,3,47.60333333,75.152488262535,03,21
12705,ZD,2019-03-21,2019-03-24,3,55.08666667,84.078202478533,03,21
5978,ZD,2019-03-21,2019-03-22,1,63.89,80.085931372549,03,21
9399,ZI,2019-03-21,2019-03-22,1,50.12,94.75736059479601,03,21
12892,ZI,2019-03-21,2019-03-26,5,68.392,92.82953736654801,03,21
9452,ZR,2019-03-22,2019-03-27,5,61.842,85.232478688525,03,22
5944,ZI,2019-03-22,2019-03-23,1,56.37,88.212824267782,03,22
9335,AL,2019-03-22,2019-03-30,8,49.97125,66.7963,03,22
7823,AL,2019-03-22,2019-03-27,5,69.726,92.2900330033,03,22
9306,ZL,2019-03-22,2019-03-23,1,100.13,105.65102466793199,03,22
9307,ZT,2019-03-22,2019-03-23,1,53.55,77.37388671875,03,22
2652,ZI,2019-03-22,2019-03-26,4,62.635,90.592242268041,03,22
11058,ZL,2019-03-22,2019-03-28,6,68.845,92.95666666655701,03,22
12893,ZE,2019-03-22,2019-03-27,5,46.23,87.794686733556,03,22
7822,ET,2019-03-22,2019-03-27,5,78.456,94.846624584718,03,22
9337,ZT,2019-03-22,2019-03-26,4,49.1175,72.229155290102,03,22
867,ET,2019-03-22,2019-03-25,3,59.85,86.73861010787,03,22
4034,ZT,2019-03-22,2019-03-24,2,53.545,74.939728096677,03,22
8822,ZI,2019-03-22,2019-03-24,2,52.625,92.45590490797501,03,22
8821,ZL,2019-03-22,2019-03-24,2,95.265,106.202409638554,03,22
11286,ZL,2019-03-22,2019-03-27,5,83.424,112.76327574750799,03,22
11285,ZI,2019-03-22,2019-03-27,5,72.648,98.118299674267,03,22
12763,AL,2019-03-22,2019-03-31,9,49.45,63.433566026126,03,22
824,ZI,2019-03-22,2019-03-30,8,52.135,69.704511589404,03,22
5450,AL,2019-03-22,2019-03-24,2,55.185,84.34056231003001,03,22
11022,ZD,2019-03-22,2019-03-29,7,52.62428571,67.590568782191,03,22
827,ZL,2019-03-22,2019-03-26,4,102.495,105.522072147651,03,22
828,AL,2019-03-22,2019-03-26,4,56.48,90.815866336634,03,22
12757,ZD,2019-03-22,2019-03-28,6,61.175,77.247647059239,03,22
12747,ET,2019-03-22,2019-03-23,1,65.85,89.11616570327601,03,22
12746,AL,2019-03-22,2019-03-23,1,55.18,85.896986564299,03,22
2518,ZR,2019-03-22,2019-03-29,7,43.40857143,64.138950617809,03,22
865,ZE,2019-03-22,2019-03-25,3,55.05666667,84.590663314389,03,22
866,ZD,2019-03-22,2019-03-25,3,61.38333333,82.76955021427,03,22
4250,AL,2019-03-22,2019-03-29,7,51.14142857,68.158938401407,03,22
7689,ET,2019-03-22,2019-03-26,4,61.8775,89.28615582191799,03,22
2650,ET,2019-03-22,2019-03-30,8,54.99625,67.75547794117601,03,22
7686,ZD,2019-03-22,2019-03-30,8,51.5975,65.947342715232,03,22
7675,AL,2019-03-22,2019-03-28,6,58.325,76.559381108013,03,22
5967,ZD,2019-03-22,2019-03-26,4,62.635,83.447831541219,03,22
12713,ZI,2019-03-22,2019-03-29,7,52.26571429,73.04191358092599,03,22
7674,ZE,2019-03-22,2019-03-28,6,21.00333333,72.645507918053,03,22
10647,ZD,2019-03-22,2019-03-24,2,61.38,84.888938356164,03,22
7668,ZD,2019-03-22,2019-03-23,1,61.39,81.884215686275,03,22
7669,ZR,2019-03-22,2019-03-23,1,53.55,74.379491193738,03,22
11074,ZE,2019-03-22,2019-03-26,4,55.0575,84.911939174107,03,22
11075,ZR,2019-03-22,2019-03-26,4,49.1125,71.20781569965901,03,22
9319,ZR,2019-03-22,2019-03-28,6,51.73333333,69.65138418108499,03,22
6074,ZT,2019-03-22,2019-03-30,8,43.16,63.558397212544,03,22
2611,ZE,2019-03-22,2019-03-31,9,16.98666667,63.336464979183,03,22
12714,ZE,2019-03-22,2019-03-29,7,18.17285714,67.576197625323,03,22
12715,ET,2019-03-22,2019-03-29,7,57.36714286,69.08573197715201,03,22
765,ZT,2019-03-22,2019-03-29,7,43.40714286,65.287599999754,03,22
4339,ZR,2019-03-22,2019-03-25,3,49.11333333,72.60067261907099,03,22
4340,ZL,2019-03-22,2019-03-25,3,102.47,106.199249248793,03,22
8739,ZE,2019-03-22,2019-03-24,2,53.355,88.49815852205,03,22
766,ZL,2019-03-22,2019-03-29,7,59.23571429,82.327080746149,03,22
11069,ZE,2019-03-22,2019-03-30,8,40.92,64.33794217687101,03,22
6106,ZT,2019-03-22,2019-03-27,5,61.842,86.436491803279,03,22
2856,ZD,2019-03-22,2019-03-27,5,73.148,92.51533105802,03,22
7684,ZR,2019-03-22,2019-03-31,9,42.52888889,58.956827866373,03,22
12783,ZT,2019-03-22,2019-03-25,3,49.11666667,75.281931075365,03,22
11065,ZT,2019-03-22,2019-03-31,9,42.52777778,58.964133563679,03,22
5954,ZT,2019-03-22,2019-03-28,6,51.73333333,70.161476510436,03,22
5953,ZI,2019-03-22,2019-03-28,6,60.75833333,82.760100670436,03,22
7683,ET,2019-03-22,2019-03-31,9,54.47777778,66.02542210611,03,22
7682,ZD,2019-03-22,2019-03-31,9,51.07666667,65.57243235419699,03,22
12784,AL,2019-03-22,2019-03-25,3,55.11,85.152809869043,03,22
5955,ET,2019-03-22,2019-03-28,6,65.595,79.146091008421,03,22
968,ZR,2019-03-22,2019-03-30,8,43.16,63.048567708332996,03,22
4279,ZE,2019-03-22,2019-03-23,1,53.37,86.210659824047,03,22
5965,ZL,2019-03-22,2019-03-30,8,57.215,79.49417652027,03,22
12259,ZR,2019-03-22,2019-03-24,2,51.565,74.182779456193,03,22
2605,ZI,2019-03-22,2019-03-25,3,50.11666667,89.420306306054,03,22
12261,ET,2019-03-22,2019-03-24,2,61.83,86.87226586102699,03,22
11066,ZI,2019-03-22,2019-03-31,9,51.61333333,68.415925925286,03,22
9333,ZL,2019-03-22,2019-03-31,9,55.41111111,76.791915086938,03,22
2559,ET,2019-03-23,2019-03-24,1,63.28,87.85539741219999,03,23
5966,ET,2019-03-23,2019-03-31,8,54.99625,67.82906661184201,03,23
9353,ZE,2019-03-23,2019-03-26,3,47.71,80.618257676869,03,23
9320,ZR,2019-03-23,2019-03-30,7,41.33,59.275178570906,03,23
9354,ZL,2019-03-23,2019-03-26,3,98.79666667,105.32635455767799,03,23
825,ZI,2019-03-23,2019-03-31,8,53.02625,65.219012931034,03,23
9380,ZI,2019-03-23,2019-04-01,9,46.07,61.185446170725,03,23
823,ZT,2019-03-23,2019-03-29,6,47.99833333,65.194471946271,03,23
9321,ZI,2019-03-23,2019-03-30,7,53.34,68.060265368793,03,23
2854,ZT,2019-03-23,2019-03-25,2,54.735,69.150733333333,03,23
2606,ZI,2019-03-23,2019-03-26,3,48.87,85.514277108233,03,23
9379,ZR,2019-03-23,2019-04-01,9,42.36444444,54.085010773934,03,23
9443,AL,2019-03-23,2019-03-25,2,56.54,84.486390728477,03,23
9338,ZD,2019-03-23,2019-03-27,4,71.3975,87.08215065502199,03,23
7685,ZE,2019-03-23,2019-03-29,6,21.00333333,72.58328814168101,03,23
7690,ZT,2019-03-23,2019-03-27,4,47.615,73.309315878378,03,23
916,AL,2019-03-23,2019-03-27,4,75.7275,98.129863481229,03,23
7699,ET,2019-03-23,2019-03-26,3,67.2,87.230766355084,03,23
9308,ZL,2019-03-23,2019-03-24,1,99.65,105.580240740741,03,23
2653,ZE,2019-03-23,2019-03-27,4,49.8575,78.783249721293,03,23
9334,AL,2019-03-23,2019-03-29,6,58.80333333,75.897212838074,03,23
7824,ZI,2019-03-23,2019-03-28,5,74.15,93.54251333333299,03,23
9454,ZT,2019-03-23,2019-03-28,5,57.36,79.064187919463,03,23
993,ZI,2019-03-23,2019-03-25,2,67.01,89.68271375464701,03,23
6107,ZR,2019-03-23,2019-03-28,5,57.362,78.766,03,23
9453,ZL,2019-03-23,2019-03-28,5,82.652,109.204291390728,03,23
9339,ZI,2019-03-23,2019-03-27,4,50.12,83.940418088737,03,23
892,AL,2019-03-23,2019-03-26,3,69.79666667,85.846348315805,03,23
873,ZD,2019-03-23,2019-04-01,9,46.83111111,62.402484360161,03,23
2724,ET,2019-03-23,2019-03-25,2,63.325,86.746769480519,03,23
872,ZT,2019-03-23,2019-04-01,9,42.36444444,54.056918024729995,03,23
2612,ZL,2019-03-23,2019-04-01,9,57.24222222,74.193052142727,03,23
868,ZT,2019-03-23,2019-03-26,3,47.89333333,78.141574603105,03,23
6076,ZR,2019-03-23,2019-03-25,2,54.735,69.99227272727299,03,23
2725,ZE,2019-03-23,2019-03-25,2,39.785,75.906759149941,03,23
6075,ZL,2019-03-23,2019-03-25,2,100.775,107.02975083056499,03,23
7687,ZE,2019-03-23,2019-03-31,8,40.145,62.114659360190004,03,23
1017,AL,2019-03-23,2019-03-28,5,70.25,91.304147651007,03,23
2609,ET,2019-03-23,2019-03-30,7,57.44,68.13780923335399,03,23
6024,ZD,2019-03-23,2019-03-29,6,50.53833333,73.49401277592301,03,23
2654,ET,2019-03-23,2019-03-27,4,83.895,96.541753355705,03,23
6001,ZE,2019-03-23,2019-04-01,9,16.98666667,58.777970049626,03,23
917,ZR,2019-03-23,2019-03-27,4,47.6175,70.674624573379,03,23
4410,ZT,2019-03-23,2019-03-31,8,44.37,58.656363636364006,03,23
11227,ZR,2019-03-23,2019-03-31,8,44.37,58.37631097561,03,23
4291,ZD,2019-03-23,2019-03-30,7,43.50571429,63.758136447531996,03,23
11070,AL,2019-03-23,2019-03-31,8,49.97125,66.185250822368,03,23
11071,ZD,2019-03-23,2019-03-31,8,46.705,63.059139784946005,03,23
11091,ZE,2019-03-23,2019-03-24,1,54.51,79.125536507937,03,23
12767,ZL,2019-03-23,2019-03-31,8,52.71875,76.051739864865,03,23
11129,ZR,2019-03-23,2019-03-26,3,47.89333333,74.37566157719499,03,23
11182,ZL,2019-03-23,2019-03-27,4,98.7975,104.569481292517,03,23
11130,ZD,2019-03-23,2019-03-26,3,67.64333333,85.418273949976,03,23
12759,ZE,2019-03-23,2019-03-30,7,18.17285714,65.098923852401,03,23
4300,ZI,2019-03-23,2019-03-29,6,62.01,78.820033444114,03,23
4299,ZR,2019-03-23,2019-03-29,6,48.00166667,64.24191666663299,03,23
4298,ET,2019-03-23,2019-03-29,6,66.13,77.285199334751,03,23
4297,ZL,2019-03-23,2019-03-29,6,69.05333333,91.52215161652201,03,23
11288,ZE,2019-03-23,2019-03-28,5,46.23,87.59477113867001,03,23
4290,ZT,2019-03-23,2019-03-30,7,41.33,60.607927688549005,03,23
11287,ET,2019-03-23,2019-03-28,5,79.042,93.01515231788099,03,23
11059,AL,2019-03-23,2019-03-30,7,51.20714286,67.163900088129,03,23
4292,ZL,2019-03-23,2019-03-30,7,56.44142857,77.605075421646,03,23
12848,ZT,2019-03-23,2019-03-24,1,54.74,72.021478743068,03,23
12748,ZR,2019-03-23,2019-03-24,1,54.74,72.907462686567,03,23
12750,AL,2019-03-23,2019-03-24,1,56.49,85.89511882998201,03,23
11054,ZI,2019-03-23,2019-03-24,1,57.62,85.886740442656,03,23
4432,ZD,2019-03-23,2019-03-25,2,65.14,84.79899543379,03,23
12800,ET,2019-03-23,2019-04-01,9,52.86333333,65.84642695926401,03,23
12749,ZD,2019-03-23,2019-03-24,1,62.63,77.304528301887,03,23
12801,AL,2019-03-23,2019-04-01,9,47.07222222,63.652132885151,03,23
12894,ZD,2019-03-23,2019-03-28,5,60.382,87.278451612903,03,23
5980,ZD,2019-03-24,2019-03-25,1,46.36,74.148141176471,03,24
5979,AL,2019-03-24,2019-03-25,1,70.1,93.74914988814301,03,24
12781,ZI,2019-03-24,2019-03-25,1,42.6,75.747082228117,03,24
11185,ZE,2019-03-24,2019-03-28,4,46.7525,71.934352893891,03,24
926,ZE,2019-03-24,2019-03-25,1,42.94,79.71492358078599,03,24
12780,ZL,2019-03-24,2019-03-25,1,98.85,106.407291196388,03,24
5968,ZI,2019-03-24,2019-03-28,4,50.12,74.739628623188,03,24
918,ET,2019-03-24,2019-03-28,4,83.7825,97.231289473684,03,24
7677,ZD,2019-03-24,2019-03-31,7,39.39142857,59.629588206654994,03,24
11184,ZR,2019-03-24,2019-03-28,4,47.605,61.14656690140801,03,24
7676,ZE,2019-03-24,2019-03-31,7,18.17285714,67.420191528028,03,24
11143,ET,2019-03-24,2019-03-27,3,76.35666667,88.53948087434401,03,24
11146,ZT,2019-03-24,2019-03-30,6,43.44166667,60.647187499853004,03,24
928,ZR,2019-03-24,2019-03-25,1,40.47,65.47188208616801,03,24
12785,AL,2019-03-24,2019-03-27,3,70.43666667,90.711762294939,03,24
6003,ZI,2019-03-24,2019-04-02,9,51.83777778,62.247723133169,03,24
6002,ZD,2019-03-24,2019-04-02,9,46.79444444,57.195459567565,03,24
932,ET,2019-03-24,2019-03-26,2,77.175,95.39563073394501,03,24
11183,AL,2019-03-24,2019-03-28,4,83.7875,97.22673951048999,03,24
927,ZT,2019-03-24,2019-03-25,1,40.47,68.04734234234199,03,24
815,ZI,2019-03-24,2019-03-31,7,51.37285714,67.622140367596,03,24
2614,ZE,2019-03-24,2019-04-02,9,16.98666667,62.50446820527,03,24
2668,ZD,2019-03-24,2019-03-26,2,55.125,73.80487654321,03,24
7825,ZD,2019-03-24,2019-03-29,5,60.346,79.627142857143,03,24
7826,ET,2019-03-24,2019-03-29,5,76.49,92.597952054795,03,24
7783,ZL,2019-03-24,2019-04-01,8,61.6075,77.684132302405,03,24
2808,AL,2019-03-24,2019-03-30,6,57.43666667,75.109898809643,03,24
7782,ZR,2019-03-24,2019-04-01,8,42.00125,64.365785714286,03,24
2771,ZT,2019-03-24,2019-03-29,5,51.868,73.178372413793,03,24
4411,ET,2019-03-24,2019-04-01,8,56.0475,67.030577910959,03,24
7709,ZL,2019-03-24,2019-03-26,2,100.155,105.942192575406,03,24
7781,ZE,2019-03-24,2019-03-30,6,21.00333333,69.397324159339,03,24
7708,ZR,2019-03-24,2019-03-26,2,47.605,61.697930622010006,03,24
12881,ZD,2019-03-24,2019-03-30,6,50.50166667,67.26310723531,03,24
6068,ZT,2019-03-24,2019-04-01,8,44.0575,64.593446428571,03,24
6067,AL,2019-03-24,2019-04-01,8,49.97125,65.631288527397,03,24
6066,ZI,2019-03-24,2019-04-01,8,51.63375,64.184907749077,03,24
6065,ZE,2019-03-24,2019-04-01,8,43.245,66.490015541741,03,24
11060,ZR,2019-03-24,2019-03-31,7,37.42142857,58.918344594797,03,24
7701,ZL,2019-03-24,2019-03-27,3,100.15666667,104.68328551879101,03,24
7700,ZT,2019-03-24,2019-03-27,3,47.61666667,71.630143737433,03,24
11093,ZL,2019-03-24,2019-03-31,7,58.95857143,82.121446654146,03,24
7695,ET,2019-03-24,2019-03-25,1,69.52,89.99497737556601,03,24
12882,ZR,2019-03-24,2019-03-30,6,43.44,60.50858116487,03,24
4477,ZR,2019-03-24,2019-03-29,5,51.866,74.288535849057,03,24
4478,ZE,2019-03-24,2019-03-29,5,46.23,84.583702797203,03,24
4479,AL,2019-03-24,2019-03-29,5,67.978,89.40715753424699,03,24
2613,ZL,2019-03-24,2019-04-02,9,56.78777778,77.482635327564,03,24
11193,ZI,2019-03-24,2019-03-26,2,50.115,74.79911227154,03,24
2623,ZD,2019-03-24,2019-03-27,3,55.12333333,74.125743918605,03,24
12826,ZD,2019-03-24,2019-04-01,8,46.3775,58.745682624112995,03,24
2655,ZT,2019-03-24,2019-03-28,4,47.615,61.649718309859,03,24
2669,ZE,2019-03-24,2019-03-26,2,44.95,73.49795142555399,03,24
4373,ZI,2019-03-24,2019-03-30,6,59.715,78.34064393897701,03,24
933,ZT,2019-03-24,2019-03-26,2,47.605,63.061710526316006,03,24
882,ZE,2019-03-24,2019-03-27,3,46.75,85.91811276996,03,24
4294,ZT,2019-03-24,2019-03-31,7,37.42142857,58.800202702905,03,24
11289,ZI,2019-03-24,2019-03-29,5,71.396,88.289753521127,03,24
4305,ZD,2019-03-24,2019-03-28,4,55.125,73.909330855019,03,24
7726,ZR,2019-03-24,2019-04-02,9,41.37777778,52.817838858874,03,24
11290,ZL,2019-03-24,2019-03-29,5,85.158,109.499523809524,03,24
4341,AL,2019-03-24,2019-04-02,9,48.85222222,62.324450276247,03,24
12793,AL,2019-03-24,2019-03-26,2,77.175,96.161428571429,03,24
4342,ET,2019-03-24,2019-04-02,9,48.68666667,64.783847297166,03,24
883,ZI,2019-03-24,2019-03-27,3,50.11666667,78.630288600087,03,24
9340,ZL,2019-03-24,2019-03-28,4,101.93,105.559519230769,03,24
12802,ZT,2019-03-24,2019-04-02,9,42.11555556,52.897513088298,03,24
9322,ET,2019-03-24,2019-03-31,7,56.75714286,68.786210004385,03,24
12786,ZR,2019-03-24,2019-03-27,3,47.60333333,73.105506928884,03,24
4293,AL,2019-03-24,2019-03-31,7,50.59571429,67.425053908585,03,24
9431,ZL,2019-03-24,2019-03-30,6,71.18333333,91.344137323063,03,24
9432,ET,2019-03-24,2019-03-30,6,64.59666667,77.009532374532,03,24
7281,ZT,2019-03-25,2019-04-03,9,42.99888889,55.414444444369,03,25
2108,ZT,2019-03-25,2019-03-31,6,47.97166667,65.344983766591,03,25
12333,ZR,2019-03-25,2019-03-31,6,47.97333333,65.933948801307,03,25
7692,ET,2019-03-25,2019-03-29,4,73.605,96.16346969697001,03,25
7691,ZT,2019-03-25,2019-03-29,4,47.615,69.83678571428601,03,25
10633,ET,2019-03-25,2019-04-02,8,52.51,69.222950487013,03,25
3722,ZD,2019-03-25,2019-04-02,8,44.42125,61.58819023569,03,25
8932,ZL,2019-03-25,2019-04-01,7,60.25857143,84.038361218799,03,25
5549,ZL,2019-03-25,2019-04-03,9,50.14777778,81.858797721897,03,25
8936,ZI,2019-03-25,2019-04-02,8,48.735,67.51598728813599,03,25
8904,AL,2019-03-25,2019-03-29,4,78.77,97.36141104294501,03,25
7827,ZI,2019-03-25,2019-03-30,5,65.638,93.60865480427,03,25
2047,ZT,2019-03-25,2019-03-26,1,47.6,81.68847826087,03,25
12895,ZT,2019-03-25,2019-03-30,5,51.892,78.493728571429,03,25
1018,ZD,2019-03-25,2019-03-30,5,54.624,84.590397003745,03,25
7228,ZD,2019-03-25,2019-03-26,1,50.93,78.335691318328,03,25
12851,AL,2019-03-25,2019-03-28,3,64.04666667,91.93152610490999,03,25
7227,AL,2019-03-25,2019-03-26,1,56.33,92.472964071856,03,25
6034,ZI,2019-03-25,2019-03-27,2,50.115,84.62378461538499,03,25
9365,ZL,2019-03-25,2019-03-27,2,88.98,104.03236111111099,03,25
4370,ZR,2019-03-25,2019-03-28,3,47.60333333,72.538004115062,03,25
2663,ET,2019-03-25,2019-03-28,3,71.73,92.763292559144,03,25
12334,ZL,2019-03-25,2019-03-31,6,70.13166667,94.36009868302601,03,25
2109,ZE,2019-03-25,2019-03-31,6,21.00333333,71.448063840188,03,25
137,ET,2019-03-25,2019-04-01,7,54.23142857,68.65562046838801,03,25
12790,ZI,2019-03-25,2019-03-28,3,50.11666667,81.822939393515,03,25
4027,ZI,2019-03-25,2019-03-26,1,50.12,87.703777089783,03,25
12362,AL,2019-03-25,2019-04-02,8,46.815,67.858088235294,03,25
8875,AL,2019-03-25,2019-04-03,9,45.47555556,61.251791382933995,03,25
7293,ZR,2019-03-25,2019-03-29,4,47.605,67.12549528301899,03,25
372,ZI,2019-03-25,2019-04-03,9,51.43222222,65.171060220941,03,25
364,ZI,2019-03-25,2019-03-31,6,59.29833333,78.577613636169,03,25
12363,ZL,2019-03-25,2019-04-02,8,50.66875,84.14913079470199,03,25
373,ZE,2019-03-25,2019-04-03,9,16.98666667,61.175799169840005,03,25
12361,ZT,2019-03-25,2019-04-02,8,43.5325,60.579030612245,03,25
3740,ZI,2019-03-25,2019-04-01,7,51.01571429,71.054870130818,03,25
1880,ZD,2019-03-25,2019-04-01,7,43.46857143,63.803551020349,03,25
12360,ZR,2019-03-25,2019-04-02,8,42.2,61.143033898305,03,25
7306,ZR,2019-03-25,2019-04-01,7,41.29428571,60.808922077394,03,25
7309,ZE,2019-03-25,2019-04-02,8,40.1125,68.081110383944,03,25
2664,ZL,2019-03-25,2019-03-28,3,94.36,105.301205674833,03,25
4072,ZR,2019-03-25,2019-04-03,9,41.55444444,55.522413019217,03,25
9400,ZD,2019-03-25,2019-03-28,3,50.93333333,72.723711880757,03,25
4073,ET,2019-03-25,2019-04-03,9,49.62333333,63.647057509069995,03,25
2005,AL,2019-03-25,2019-04-01,7,48.34285714,67.465227963313,03,25
