,AGENCY,PDATE,DDATE,LOR,MIN_DAILY_FARE,AVG_DAILY_FARE,MONTH_PDATE,DAY_PDATE
27813,ZR,2019-11-14,2019-11-17,3,43.59666667,68.110401459453,11,14
20380,ZT,2019-11-14,2019-11-23,9,27.41555556,43.027371723487995,11,14
20379,ZI,2019-11-14,2019-11-23,9,44.70777778,59.541523703876,11,14
20381,ET,2019-11-14,2019-11-23,9,33.18,58.028847457153,11,14
22561,ZR,2019-11-14,2019-11-18,4,42.8825,66.208472644377,11,14
22243,ZD,2019-11-14,2019-11-16,2,54.835,76.944918200409,11,14
15221,ZE,2019-11-14,2019-11-18,4,61.095,83.825197674419,11,14
27812,ZL,2019-11-14,2019-11-17,3,94.39333333,100.726469907292,11,14
15220,ZD,2019-11-14,2019-11-18,4,50.4525,73.308291420118,11,14
15087,AL,2019-11-14,2019-11-21,7,27.49,55.702060963917,11,14
22252,AL,2019-11-14,2019-11-19,5,33.284,78.353319796954,11,14
22290,ZR,2019-11-14,2019-11-22,8,27.94,52.891941489362004,11,14
22291,ZI,2019-11-14,2019-11-22,8,44.7475,60.421517857143,11,14
24478,ZR,2019-11-14,2019-12-14,30,25.14933333,28.911826922885,11,14
22292,ZD,2019-11-14,2019-11-22,8,33.205,48.34977232142901,11,14
27828,ZE,2019-11-14,2019-11-22,8,41.78375,67.768017183288,11,14
22562,ZL,2019-11-14,2019-11-18,4,92.585,98.067291666667,11,14
18857,ZT,2019-11-14,2019-12-14,30,25.14933333,29.086741451922997,11,14
14946,ET,2019-11-14,2019-11-17,3,62.97,90.51063384326,11,14
18859,ZE,2019-11-14,2019-12-14,30,33.91,37.089385184756,11,14
14965,ZD,2019-11-14,2019-11-20,6,38.73,65.476554536881,11,14
14972,AL,2019-11-14,2019-11-23,9,30.41777778,53.018912385891,11,14
20329,AL,2019-11-14,2019-11-16,2,50.305,86.85846607669599,11,14
20330,ZT,2019-11-14,2019-11-16,2,45.275,72.876973684211,11,14
24157,ZT,2019-11-14,2019-11-19,5,29.956,70.808647887324,11,14
24156,ZD,2019-11-14,2019-11-19,5,46.072,79.708155440415,11,14
24198,ZL,2019-11-14,2019-11-20,6,73.80833333,78.99931584339501,11,14
24199,ZT,2019-11-14,2019-11-21,7,26.94,53.366216930833,11,14
24200,ZI,2019-11-14,2019-11-21,7,44.79857143,63.921164021604994,11,14
24147,ZE,2019-11-14,2019-11-16,2,61.25,84.569616982003,11,14
14973,ZL,2019-11-14,2019-11-23,9,63.68777778,67.32131141401399,11,14
18858,ZI,2019-11-14,2019-12-14,30,37.12833333,38.948886074494,11,14
27783,ET,2019-11-14,2019-11-16,2,65.41,89.95398391812901,11,14
14922,ZI,2019-11-14,2019-11-16,2,55.93,85.739684813754,11,14
14923,ZL,2019-11-14,2019-11-16,2,92.385,97.15934210526301,11,14
17052,ET,2019-11-14,2019-12-14,30,36.302,37.445082278987,11,14
20367,ZT,2019-11-14,2019-11-22,8,29.49125,51.485393617020996,11,14
20369,AL,2019-11-14,2019-11-20,6,29.91166667,63.655126183564995,11,14
27799,ZE,2019-11-14,2019-11-19,5,56.564,83.67958680892299,11,14
27829,ET,2019-11-14,2019-11-22,8,33.80625,60.125783828383,11,14
18693,ZI,2019-11-14,2019-11-20,6,51.89,73.811019368196,11,14
17031,ZI,2019-11-14,2019-11-18,4,54.62,79.630199704142,11,14
14945,ZT,2019-11-14,2019-11-17,3,43.59333333,66.99922141074799,11,14
27997,ZL,2019-11-14,2019-11-21,7,57.90142857,67.556057692147,11,14
20791,ZL,2019-11-14,2019-12-14,30,42.737,42.967057325222996,11,14
26301,ZL,2019-11-14,2019-11-15,1,94.06,101.435604113111,11,14
24170,AL,2019-11-14,2019-11-17,3,48.44333333,87.85385288823099,11,14
16957,ZT,2019-11-14,2019-11-15,1,46.36,88.825958005249,11,14
16776,ZE,2019-11-14,2019-11-23,9,41.16111111,60.78892587448,11,14
18514,ZR,2019-11-14,2019-11-16,2,46.365,74.752276720351,11,14
18523,ET,2019-11-14,2019-11-19,5,37.276,85.868648241206,11,14
28083,ZI,2019-11-14,2019-11-15,1,85.09,98.42007832898199,11,14
18524,ZI,2019-11-14,2019-11-19,5,61.818,88.84919899244301,11,14
24169,ZD,2019-11-14,2019-11-17,3,54.83333333,73.87650822656299,11,14
28076,ZT,2019-11-14,2019-11-18,4,42.88,65.532180851064,11,14
28075,ET,2019-11-14,2019-11-18,4,62.97,89.74325471698099,11,14
28082,ZD,2019-11-14,2019-11-15,1,57.33,83.574576923077,11,14
22427,ZE,2019-11-14,2019-11-21,7,41.56,60.864045976529,11,14
28081,ZE,2019-11-14,2019-11-15,1,68.72,98.38551149881,11,14
18537,ZI,2019-11-14,2019-11-17,3,62.56666667,81.530437649173,11,14
16759,ZD,2019-11-14,2019-11-21,7,33.48714286,56.46150566819,11,14
20658,AL,2019-11-14,2019-11-18,4,48.4425,85.275510835913,11,14
20689,ZD,2019-11-14,2019-12-14,30,26.473,30.997029533165,11,14
16733,ZE,2019-11-14,2019-11-17,3,62.44333333,83.42963403242,11,14
18563,ZR,2019-11-14,2019-11-21,7,24.74142857,53.35311728358,11,14
26302,ET,2019-11-14,2019-11-15,1,57.7,91.45959785522801,11,14
26019,AL,2019-11-14,2019-11-22,8,31.04375,55.093541666667,11,14
22570,ZR,2019-11-14,2019-11-15,1,46.37,91.81276315789499,11,14
16756,ZR,2019-11-14,2019-11-19,5,29.956,70.873752112676,11,14
22295,ZL,2019-11-14,2019-11-19,5,80.834,94.897199052133,11,14
16757,ZT,2019-11-14,2019-11-20,6,25.18,54.695378322914,11,14
26177,ET,2019-11-14,2019-11-21,7,29.74857143,61.364187192853,11,14
16758,ET,2019-11-14,2019-11-20,6,33.66666667,70.18123437418801,11,14
22296,ZE,2019-11-14,2019-11-20,6,47.35333333,68.58044552169,11,14
27836,ZR,2019-11-14,2019-11-23,9,27.21555556,43.809244444399994,11,14
20690,AL,2019-11-14,2019-12-14,30,36.187,37.397934960366,11,14
22297,ZR,2019-11-14,2019-11-20,6,25.18,54.643271983742,11,14
16775,ZD,2019-11-14,2019-11-23,9,32.98444444,48.240351067524,11,14
27830,ZL,2019-11-14,2019-11-22,8,59.98625,66.085539473684,11,14
16958,AL,2019-11-14,2019-11-15,1,51.51,88.732414698163,11,14
24836,ZR,2019-11-15,2019-11-18,3,44.60333333,71.388460144475,11,15
22484,ZR,2019-11-15,2019-11-22,7,22.26285714,52.343950437755005,11,15
16898,ZI,2019-11-15,2019-11-23,8,34.60875,58.740641778523,11,15
22485,AL,2019-11-15,2019-11-22,7,24.73571429,53.365759398421,11,15
20803,ZD,2019-11-15,2019-11-19,4,57.335,80.425401639344,11,15
17003,AL,2019-11-15,2019-11-24,9,26.61666667,52.635976266699,11,15
22486,ZL,2019-11-15,2019-11-22,7,58.14285714,67.417390873854,11,15
20580,AL,2019-11-15,2019-11-16,1,44.43,86.05479069767401,11,15
18761,AL,2019-11-15,2019-11-20,5,34.71,75.177879518072,11,15
18757,ZD,2019-11-15,2019-11-23,8,32.685,50.464639261745006,11,15
16968,ZR,2019-11-15,2019-11-20,5,31.238,66.08810416666701,11,15
28118,ZI,2019-11-15,2019-12-15,30,34.83366667,37.4718577762,11,15
16943,ZL,2019-11-15,2019-11-20,5,84.066,93.694703614458,11,15
13966,ZT,2019-11-15,2019-11-17,2,39.99,72.97677631578901,11,15
26838,ZE,2019-11-15,2019-11-18,3,59.50333333,85.095264900689,11,15
13964,ZR,2019-11-15,2019-11-17,2,39.985,72.937519788918,11,15
20581,ZD,2019-11-15,2019-11-16,1,54.83,75.74523255814,11,15
18765,ZI,2019-11-15,2019-11-22,7,43.54571429,61.889975538836005,11,15
16960,ET,2019-11-15,2019-11-16,1,57.74,90.799626749611,11,15
17054,ZT,2019-11-15,2019-12-15,30,25.14933333,28.962034119843,11,15
20639,ZD,2019-11-15,2019-11-24,9,32.05888889,50.32364323551,11,15
20640,ET,2019-11-15,2019-11-24,9,27.31666667,58.59047304604,11,15
26200,ZT,2019-11-15,2019-11-23,8,25.31375,51.515170664207,11,15
26220,ZT,2019-11-15,2019-11-22,7,22.26285714,52.637458697857,11,15
24787,AL,2019-11-15,2019-11-18,3,49.56333333,86.004879551681,11,15
22474,ZR,2019-11-15,2019-11-23,8,25.3625,55.96358394833901,11,15
28056,ZL,2019-11-15,2019-11-24,9,62.88777778,67.251024250163,11,15
28014,ZL,2019-11-15,2019-11-23,8,58.115,65.899047987616,11,15
21116,ZD,2019-11-15,2019-11-18,3,56.08666667,79.13033557104,11,15
26817,ZL,2019-11-15,2019-11-18,3,92.03333333,97.98002196599701,11,15
15237,AL,2019-11-15,2019-11-21,6,30.74666667,63.609323899181994,11,15
22725,ZT,2019-11-15,2019-11-19,4,45.26,73.291825,11,15
18766,ZD,2019-11-15,2019-11-22,7,33.48714286,54.925004890889994,11,15
20592,ZT,2019-11-15,2019-11-20,5,31.24,66.24281770833299,11,15
20674,ZE,2019-11-15,2019-11-21,6,41.39666667,63.395540879799,11,15
20590,ZD,2019-11-15,2019-11-20,5,46.072,75.036537170264,11,15
20588,ET,2019-11-15,2019-11-23,8,27.3025,58.85894295302,11,15
16959,ZL,2019-11-15,2019-11-16,1,92.13,96.659468599034,11,15
20587,ZE,2019-11-15,2019-11-23,8,33.64,63.006897321429,11,15
17004,ZI,2019-11-15,2019-11-24,9,33.98333333,59.02002469219,11,15
15238,ZR,2019-11-15,2019-11-21,6,26.25,48.829064517129,11,15
28080,ZR,2019-11-15,2019-11-16,1,39.99,73.993685897436,11,15
28018,ET,2019-11-15,2019-11-20,5,37.502,82.232004819277,11,15
15239,ZT,2019-11-15,2019-11-21,6,26.25166667,48.773403225774004,11,15
20691,ZE,2019-11-15,2019-12-15,30,33.91,36.006425092809,11,15
17053,ZD,2019-11-15,2019-12-15,30,26.473,29.8674244442,11,15
20591,ZE,2019-11-15,2019-11-20,5,49.416,78.340873540856,11,15
28104,ZI,2019-11-15,2019-11-21,6,47.71666667,66.837368702926,11,15
13965,ZD,2019-11-15,2019-11-17,2,56.085,80.268956386293,11,15
24374,ZI,2019-11-15,2019-11-20,5,56.812,84.005242206235,11,15
26710,ZI,2019-11-15,2019-11-17,2,70.705,89.23932038835,11,15
17177,AL,2019-11-15,2019-11-19,4,50.3025,85.512643312102,11,15
22585,ZD,2019-11-15,2019-11-21,6,38.73,63.200230440129005,11,15
24420,ZT,2019-11-15,2019-11-24,9,24.59111111,44.459012345683,11,15
13733,ET,2019-11-15,2019-11-18,3,62.80333333,89.23166666711701,11,15
15149,ET,2019-11-15,2019-11-22,7,26.67714286,58.95988815398599,11,15
15148,ZE,2019-11-15,2019-11-22,7,38.39285714,59.175179468204,11,15
17178,ZR,2019-11-15,2019-11-19,4,45.2575,72.390964765101,11,15
22595,ZR,2019-11-15,2019-12-15,30,25.14933333,28.961931758661,11,15
22596,ZL,2019-11-15,2019-12-15,30,42.737,42.979431624038,11,15
26319,ZL,2019-11-15,2019-11-21,6,76.45333333,79.642816455886,11,15
24530,ZL,2019-11-15,2019-11-19,4,92.0425,97.177588141026,11,15
26274,ZE,2019-11-15,2019-11-24,9,33.01666667,58.570550108076,11,15
26273,ZR,2019-11-15,2019-11-24,9,24.64444444,47.827905572524,11,15
15224,ZI,2019-11-15,2019-11-16,1,77.58,85.37351910828001,11,15
15134,AL,2019-11-15,2019-11-23,8,25.215,53.519719471947,11,15
22569,ZE,2019-11-15,2019-11-16,1,62.44,85.236082324455,11,15
22613,AL,2019-11-15,2019-12-15,30,36.187,37.041759259136,11,15
24463,ET,2019-11-15,2019-11-21,6,33.87333333,69.87320668647399,11,15
15626,ZI,2019-11-15,2019-11-18,3,67.57666667,84.730851418932,11,15
24479,ET,2019-11-15,2019-12-15,30,36.302,37.100767933418005,11,15
21153,ZE,2019-11-15,2019-11-17,2,62.275,86.316652173913,11,15
26300,ZT,2019-11-15,2019-11-16,1,39.99,74.019197431782,11,15
13963,AL,2019-11-15,2019-11-17,2,51.665,89.44827970297001,11,15
18968,ZE,2019-11-15,2019-11-19,4,59.5175,86.690810240964,11,15
15818,ZL,2019-11-15,2019-11-17,2,92.16,98.861886075949,11,15
15625,ZT,2019-11-15,2019-11-18,3,44.6,73.326387370492,11,15
26390,ZI,2019-11-15,2019-11-19,4,60.065,84.894877850163,11,15
26389,ET,2019-11-15,2019-11-19,4,65.3975,89.312758899676,11,15
19373,ET,2019-11-15,2019-11-17,2,73.445,92.692268170426,11,15
22387,ZE,2019-11-16,2019-11-18,2,60.37,85.079836206897,11,16
26145,ZI,2019-11-16,2019-11-25,9,37.11222222,58.651694443667004,11,16
22388,ET,2019-11-16,2019-11-18,2,61.575,90.336777493606,11,16
26337,ZR,2019-11-16,2019-12-16,30,25.14933333,27.677080808636,11,16
20692,ZI,2019-11-16,2019-12-16,30,34.83366667,37.419804936815,11,16
20489,ZD,2019-11-16,2019-11-18,2,61.095,79.550652818991,11,16
20490,ZL,2019-11-16,2019-11-18,2,92.23,97.96688775510201,11,16
26172,ZI,2019-11-16,2019-11-21,5,55.558,83.857277389277,11,16
24171,ZL,2019-11-16,2019-11-19,3,92.24333333,97.20588790626499,11,16
20465,ZD,2019-11-16,2019-11-22,6,38.73,59.310022074735,11,16
20466,ZE,2019-11-16,2019-11-22,6,38.2,67.148504065,11,16
26142,AL,2019-11-16,2019-11-18,2,47.025,87.3244140625,11,16
28217,ZT,2019-11-16,2019-11-20,4,40.8175,69.962456597222,11,16
17179,ZD,2019-11-16,2019-11-20,4,54.8325,78.39051751592399,11,16
16879,ZD,2019-11-16,2019-11-25,9,32.05888889,50.280056978889,11,16
28084,ZI,2019-11-16,2019-11-17,1,65.13,82.032127329193,11,16
22610,AL,2019-11-16,2019-11-17,1,42.22,83.7434,11,16
16940,ZI,2019-11-16,2019-11-23,7,40.32714286,60.926229656266,11,16
20804,ET,2019-11-16,2019-11-20,4,50.8025,88.48440746753201,11,16
16939,ZR,2019-11-16,2019-11-23,7,23.04571429,51.42503955316,11,16
27966,ZT,2019-11-16,2019-11-18,2,38.005,72.998883248731,11,16
27967,AL,2019-11-16,2019-11-25,9,24.57,52.73396773,11,16
20346,AL,2019-11-16,2019-11-19,3,50.28,84.581505190087,11,16
20347,ZI,2019-11-16,2019-11-19,3,61.31666667,82.653813657656,11,16
24451,ZR,2019-11-16,2019-11-17,1,38.0,72.030756578947,11,16
25997,ET,2019-11-16,2019-11-19,3,64.09666667,88.315520134748,11,16
22866,ZL,2019-11-16,2019-11-20,4,92.245,98.552307692308,11,16
16755,ET,2019-11-16,2019-11-24,8,26.275,56.7594375,11,16
27814,ZR,2019-11-16,2019-11-19,3,45.53,74.48247483794,11,16
27815,ZT,2019-11-16,2019-11-19,3,45.53,72.163443862339,11,16
27831,ZR,2019-11-16,2019-11-24,8,23.46375,51.515864695340994,11,16
22441,ZR,2019-11-16,2019-11-22,6,25.08333333,48.556959827264,11,16
15152,ZD,2019-11-16,2019-11-23,7,33.48714286,52.884941231551,11,16
18561,ZT,2019-11-16,2019-11-24,8,22.23125,50.782809139785,11,16
15151,ZL,2019-11-16,2019-11-23,7,58.41857143,66.959897321719,11,16
18721,ZD,2019-11-16,2019-11-21,5,46.072,72.333594405594,11,16
15150,ZT,2019-11-16,2019-11-23,7,23.04571429,51.862775767405005,11,16
15250,ZD,2019-11-16,2019-12-16,30,28.85066667,31.922051850296,11,16
16961,ET,2019-11-16,2019-11-17,1,54.89,88.333811728395,11,16
22597,AL,2019-11-16,2019-12-16,30,36.186,37.618397701448,11,16
22598,ZT,2019-11-16,2019-12-16,30,25.14933333,28.121226298716003,11,16
16962,ZT,2019-11-16,2019-11-17,1,38.0,72.20273927392701,11,16
24531,ZE,2019-11-16,2019-11-20,4,60.24,85.00208383233499,11,16
24532,AL,2019-11-16,2019-11-20,4,45.35,85.634592651757,11,16
28119,ZE,2019-11-16,2019-12-16,30,33.91,37.961476744128,11,16
26303,ZL,2019-11-16,2019-11-17,1,91.96,97.077134052388,11,16
20464,ET,2019-11-16,2019-11-22,6,33.95666667,69.047233115392,11,16
24387,AL,2019-11-16,2019-11-23,7,25.60714286,53.980186713343,11,16
20556,ZE,2019-11-16,2019-11-21,5,45.578,78.892025974026,11,16
20555,ET,2019-11-16,2019-11-21,5,37.59,83.733927927928,11,16
18860,ET,2019-11-16,2019-12-16,30,36.302,37.707633541863,11,16
18839,ZE,2019-11-16,2019-11-17,1,60.36,84.539244465833,11,16
16854,ZT,2019-11-16,2019-11-22,6,26.46666667,49.568952226971,11,16
16853,ZI,2019-11-16,2019-11-22,6,54.60166667,71.356776676997,11,16
22266,ZD,2019-11-16,2019-11-19,3,54.83333333,78.32800347227399,11,16
15045,AL,2019-11-16,2019-11-22,6,29.79333333,62.709807291156,11,16
20557,AL,2019-11-16,2019-11-21,5,33.156,75.897707317073,11,16
15075,ZL,2019-11-16,2019-11-21,5,82.088,94.649958525346,11,16
27991,ZT,2019-11-16,2019-11-21,5,31.498,64.50290277777799,11,16
14947,ZE,2019-11-16,2019-11-19,3,65.95,83.823053892162,11,16
24333,ET,2019-11-16,2019-11-23,7,27.64857143,61.496300477903006,11,16
15072,ET,2019-11-16,2019-11-25,9,25.28555556,58.000184470232,11,16
24334,ZE,2019-11-16,2019-11-23,7,38.02142857,57.956084287793,11,16
15225,ZD,2019-11-16,2019-11-17,1,38.56,75.366575630252,11,16
20502,ZE,2019-11-16,2019-11-25,9,30.10555556,63.189303507301,11,16
15071,ZL,2019-11-16,2019-11-25,9,63.81333333,68.826067366339,11,16
24299,ZR,2019-11-16,2019-11-25,9,22.45333333,46.507110215523994,11,16
17055,ZL,2019-11-16,2019-12-16,30,42.737,45.147818625073995,11,16
16855,ZL,2019-11-16,2019-11-22,6,74.49166667,79.832941176316,11,16
20558,ZR,2019-11-16,2019-11-21,5,29.84,62.832828703704,11,16
18969,ZR,2019-11-16,2019-11-20,4,40.81,68.734359861592,11,16
24192,ZE,2019-11-16,2019-11-24,8,30.7275,62.836734434562,11,16
16880,ZT,2019-11-16,2019-11-25,9,21.57333333,45.509605734839,11,16
22293,ZD,2019-11-16,2019-11-24,8,32.685,49.612083333333,11,16
15091,ZR,2019-11-16,2019-11-18,2,37.99,72.900406091371,11,16
15334,ZI,2019-11-16,2019-11-20,4,61.3175,82.31923566879,11,16
15090,ZI,2019-11-16,2019-11-18,2,65.135,84.471132315522,11,16
14964,ZL,2019-11-16,2019-11-24,8,60.3475,67.79532436708901,11,16
24194,ZI,2019-11-16,2019-11-24,8,37.7375,59.440318396226,11,16
24193,AL,2019-11-16,2019-11-24,8,23.46,51.572112341772005,11,16
22586,ET,2019-11-17,2019-11-23,6,32.455,67.117682380471,11,17
24421,AL,2019-11-17,2019-11-26,9,24.18777778,48.841269840475995,11,17
28067,ZR,2019-11-17,2019-11-18,1,26.65,62.9988671875,11,17
15251,ZL,2019-11-17,2019-12-17,30,42.737,43.306472766077995,11,17
22587,AL,2019-11-17,2019-11-23,6,29.94833333,59.989075303887,11,17
22537,ZI,2019-11-17,2019-11-26,9,36.66444444,54.526486264465,11,17
24433,ZI,2019-11-17,2019-11-19,2,77.59,86.852754424779,11,17
20805,ZD,2019-11-17,2019-11-21,4,48.575,73.15582247557,11,17
22518,AL,2019-11-17,2019-11-22,5,33.326,72.111555555556,11,17
22599,AL,2019-11-17,2019-12-17,30,36.186,38.434082705489004,11,17
15205,ZI,2019-11-17,2019-11-18,1,77.58,91.522159090909,11,17
15206,ZL,2019-11-17,2019-11-18,1,94.07,103.754692307692,11,17
16963,ZT,2019-11-17,2019-11-18,1,26.58,62.190487329434994,11,17
28105,ZR,2019-11-17,2019-11-23,6,22.42833333,45.734932204271004,11,17
17042,ZE,2019-11-17,2019-11-23,6,35.98166667,63.110338949458,11,17
24432,ET,2019-11-17,2019-11-18,1,32.56,80.178747763864,11,17
15200,ZD,2019-11-17,2019-11-26,9,32.05888889,46.579007790221006,11,17
15201,ET,2019-11-17,2019-11-26,9,24.90555556,53.246324786120006,11,17
22538,ZL,2019-11-17,2019-11-26,9,63.53888889,67.73208073217201,11,17
26257,ZR,2019-11-17,2019-11-22,5,26.654,56.91065463917499,11,17
24464,ZD,2019-11-17,2019-11-23,6,38.73,54.123582176492995,11,17
15174,ZL,2019-11-17,2019-11-20,3,98.30333333,103.93465227908301,11,17
22549,AL,2019-11-17,2019-11-18,1,25.04,78.622322097378,11,17
22550,ZE,2019-11-17,2019-11-18,1,54.2,90.488947745168,11,17
15193,ZT,2019-11-17,2019-11-25,8,21.96,46.531815,11,17
26256,ZT,2019-11-17,2019-11-22,5,26.576,56.960252577320006,11,17
28036,ET,2019-11-17,2019-11-20,3,28.07,74.963794135943,11,17
15185,ZE,2019-11-17,2019-11-22,5,42.918,77.508741154562,11,17
15194,ZL,2019-11-17,2019-11-25,8,59.16375,67.37839801444001,11,17
22504,ZR,2019-11-17,2019-11-20,3,26.65,64.571688804345,11,17
24480,ZI,2019-11-17,2019-12-17,30,34.83366667,36.736635965263,11,17
24481,ZD,2019-11-17,2019-12-17,30,26.473,30.569344297039,11,17
24482,ET,2019-11-17,2019-12-17,30,36.302,38.447208333333,11,17
28040,ZD,2019-11-17,2019-11-22,5,46.072,66.508359493671,11,17
22503,ZE,2019-11-17,2019-11-20,3,41.45333333,82.373522394855,11,17
15154,AL,2019-11-17,2019-11-24,7,24.32142857,51.46580827102,11,17
15199,ZE,2019-11-17,2019-11-26,9,35.0,58.449217948667,11,17
17056,ZT,2019-11-17,2019-12-17,30,25.14933333,28.387286352752,11,17
22530,ZD,2019-11-17,2019-11-25,8,32.685,47.023948961938,11,17
15153,ZR,2019-11-17,2019-11-24,7,21.88857143,49.622586206654994,11,17
28120,ZR,2019-11-17,2019-12-17,30,25.14933333,28.387203579530002,11,17
26266,ZI,2019-11-17,2019-11-25,8,37.29,55.777080449827004,11,17
28022,ZT,2019-11-17,2019-11-24,7,21.88857143,49.02811330069,11,17
20651,ET,2019-11-17,2019-11-19,2,25.385,81.46611233480199,11,17
17180,ZI,2019-11-17,2019-11-21,4,77.59,84.878631921824,11,17
18767,ZD,2019-11-17,2019-11-24,7,33.48714286,49.536783381307,11,17
17015,ZE,2019-11-17,2019-11-19,2,41.455,87.066070884146,11,17
20652,ZR,2019-11-17,2019-11-19,2,26.655,58.458468468468,11,17
17014,ZL,2019-11-17,2019-11-19,2,94.07,101.938459051724,11,17
18769,ZI,2019-11-17,2019-11-24,7,35.85857143,58.779883284934996,11,17
26216,ZI,2019-11-17,2019-11-20,3,77.58666667,84.218976660197,11,17
26285,ZD,2019-11-17,2019-11-18,1,35.81,68.34788973383999,11,17
18802,ET,2019-11-17,2019-11-22,5,35.96,81.432755667506,11,17
17005,ZT,2019-11-17,2019-11-26,9,21.33111111,41.500677406171,11,17
17006,ZR,2019-11-17,2019-11-26,9,20.17333333,40.664213133978,11,17
26391,ET,2019-11-17,2019-11-21,4,79.5175,81.836192810458,11,17
20627,ZL,2019-11-17,2019-11-22,5,80.758,93.108287128713,11,17
20676,ZL,2019-11-17,2019-11-23,6,73.88833333,78.328620495912,11,17
20675,ZT,2019-11-17,2019-11-23,6,22.36166667,45.607271186475,11,17
22727,ZT,2019-11-17,2019-11-21,4,26.5725,60.414951140065,11,17
22726,AL,2019-11-17,2019-11-21,4,25.06,70.506614754098,11,17
18796,ZD,2019-11-17,2019-11-20,3,48.57666667,71.355094111658,11,17
26392,ZR,2019-11-17,2019-11-21,4,26.65,60.347247557003,11,17
26286,ZT,2019-11-17,2019-11-19,2,26.575,57.907477477476995,11,17
28218,ZL,2019-11-17,2019-11-21,4,98.53,103.823639344262,11,17
18768,ZL,2019-11-17,2019-11-24,7,58.02714286,67.331349206405,11,17
18809,ZE,2019-11-17,2019-11-25,8,35.6225,60.065606306892,11,17
15207,ZD,2019-11-17,2019-11-19,2,48.58,73.498075221239,11,17
26338,ZE,2019-11-17,2019-12-17,30,33.91,36.4575550519,11,17
15208,AL,2019-11-17,2019-11-19,2,25.045,76.05653243847901,11,17
16997,ZR,2019-11-17,2019-11-25,8,20.805,45.851085,11,17
16967,ZT,2019-11-17,2019-11-20,3,26.57333333,64.031410488825,11,17
16996,ET,2019-11-17,2019-11-25,8,25.88875,57.240307971014005,11,17
18810,AL,2019-11-17,2019-11-25,8,23.115,50.783541666667006,11,17
18803,ZI,2019-11-17,2019-11-22,5,49.3,79.34565063291099,11,17
15335,ZE,2019-11-17,2019-11-21,4,60.8575,80.006392445583,11,17
18795,AL,2019-11-17,2019-11-20,3,25.05666667,73.587909911135,11,17
16970,ZE,2019-11-17,2019-11-24,7,31.94571429,57.958865235516996,11,17
16971,ET,2019-11-17,2019-11-24,7,26.21428571,56.535785051827,11,17
15240,ZI,2019-11-17,2019-11-23,6,41.46,64.606970721419,11,17
19465,ET,2019-11-18,2019-11-22,4,28.0725,81.18040368272,11,18
19343,ZT,2019-11-18,2019-11-27,9,20.52888889,41.744965163201,11,18
17510,AL,2019-11-18,2019-11-23,5,32.826,73.94832905982899,11,18
19222,ZI,2019-11-18,2019-11-21,3,58.81333333,83.791428570514,11,18
15828,ZD,2019-11-18,2019-11-20,2,48.58,70.433803680982,11,18
21086,ZL,2019-11-18,2019-11-26,8,57.1425,66.703145645646,11,18
25091,ZT,2019-11-18,2019-11-23,5,26.576,63.982486140725,11,18
16947,ZT,2019-11-18,2019-12-18,30,25.14933333,27.898126893352,11,18
17491,ZD,2019-11-18,2019-11-25,7,33.48714286,51.838425842325,11,18
25092,ZT,2019-11-18,2019-11-22,4,26.5725,56.734075144509,11,18
17490,ZT,2019-11-18,2019-11-25,7,21.81142857,49.896440516656,11,18
21305,ZR,2019-11-18,2019-11-19,1,26.65,69.73319910514499,11,18
17415,ZR,2019-11-18,2019-11-24,6,22.42833333,49.341495585298006,11,18
15824,ZI,2019-11-18,2019-11-25,7,38.89714286,60.521487715318,11,18
21300,ZI,2019-11-18,2019-11-24,6,45.005,70.185616060891,11,18
21304,ZE,2019-11-18,2019-11-19,1,51.68,86.637605633803,11,18
19370,ZL,2019-11-18,2019-11-21,3,92.30666667,103.79872159042601,11,18
15809,AL,2019-11-18,2019-11-26,8,23.56875,52.907370562130005,11,18
15825,ZT,2019-11-18,2019-11-26,8,21.21375,47.959347982709,11,18
19303,ZT,2019-11-18,2019-11-19,1,26.58,69.456816143498,11,18
19279,ZI,2019-11-18,2019-11-27,9,37.55666667,56.122650150236,11,18
21303,ZI,2019-11-18,2019-11-19,1,73.83,90.059803921569,11,18
19463,ZR,2019-11-18,2019-11-22,4,26.65,56.070244956772,11,18
19464,ZI,2019-11-18,2019-11-22,4,58.815,84.524626760563,11,18
13920,ZL,2019-11-18,2019-11-22,4,92.1075,98.65179945054899,11,18
21231,ZL,2019-11-18,2019-11-27,9,61.61333333,67.643204300806,11,18
13787,ZI,2019-11-18,2019-11-23,5,53.554,84.52185623678601,11,18
19461,ET,2019-11-18,2019-11-23,5,35.402,80.156801687764,11,18
26821,AL,2019-11-18,2019-11-27,9,24.69111111,51.841859185874995,11,18
17359,ZD,2019-11-18,2019-11-27,9,32.05888889,48.927055166259,11,18
26819,ZL,2019-11-18,2019-11-25,7,58.70285714,68.727339181784,11,18
26818,ZE,2019-11-18,2019-11-23,5,45.824,82.286684039088,11,18
17358,AL,2019-11-18,2019-11-22,4,25.06,77.497074927954,11,18
21191,ZE,2019-11-18,2019-11-26,8,42.765,61.319538423154,11,18
25028,ZR,2019-11-18,2019-11-20,2,26.655,59.06846749226,11,18
25043,ZT,2019-11-18,2019-11-21,3,26.57333333,61.564875478161,11,18
13974,ZE,2019-11-18,2019-11-20,2,51.68,81.328067814855,11,18
23470,ET,2019-11-18,2019-11-25,7,27.14714286,55.973908796091,11,18
